dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
lawschool,,,,1.804386979479247,,,feat_flex2,31658,5017.623431331,True
lawschool,,,,1.7691089339706336,,,feat_flex2,31658,5017.623431331,False
lawschool,,,,,,1.8934858601715383,feat_flex2,31658,5017.623431331,True
lawschool,,,,,,1.8633017284778581,feat_flex2,31658,5017.623431331,False
lawschool,,,,,1.8934218662837154,,feat_flex2,31658,5017.623431331,True
lawschool,,,,,1.8631686887117507,,feat_flex2,31658,5017.623431331,False
lawschool,1.8053048582651012,,,,,,feat_flex2,31658,5017.623431331,True
lawschool,1.7690870558102543,,,,,,feat_flex2,31658,5017.623431331,False
lawschool,,,1.8937833142035236,,,,feat_flex2,31658,5017.623431331,True
lawschool,,,1.8633519161562095,,,,feat_flex2,31658,5017.623431331,False
lawschool,,1.8936428286469318,,,,,feat_flex2,31658,5017.623431331,True
lawschool,,1.8632298519823889,,,,,feat_flex2,31658,5017.623431331,False
