dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
lawschool,,,,1.7720638554473787,,,feat_tourn,6654,7400.991316992,True
lawschool,,,,1.7425473608140158,,,feat_tourn,6654,7400.991316992,False
lawschool,,,,,,1.8760069367952261,feat_tourn,6654,7400.991316992,True
lawschool,,,,,,1.8257166581245672,feat_tourn,6654,7400.991316992,False
lawschool,,,,,1.8757273075077794,,feat_tourn,6654,7400.991316992,True
lawschool,,,,,1.8253024017915989,,feat_tourn,6654,7400.991316992,False
lawschool,1.7667863665434518,,,,,,feat_tourn,6654,7400.991316992,True
lawschool,1.7553856016520288,,,,,,feat_tourn,6654,7400.991316992,False
lawschool,,,1.8700404878537968,,,,feat_tourn,6654,7400.991316992,True
lawschool,,,1.8385321189439026,,,,feat_tourn,6654,7400.991316992,False
lawschool,,1.8697876392295147,,,,,feat_tourn,6654,7400.991316992,True
lawschool,,1.8381595904679098,,,,,feat_tourn,6654,7400.991316992,False
