dataset,hv(auditor_fn_violation:accuracy),hv(auditor_fn_violation:auc_prc),hv(auditor_fn_violation:ave_precision_score),hv(auditor_fp_violation:accuracy),hv(auditor_fp_violation:auc_prc),hv(auditor_fp_violation:ave_precision_score),method,seed,time,train
lawschool,,,,1.7944677934928035,,,feat_flex2,12498,4215.743942216,True
lawschool,,,,1.7792000170330489,,,feat_flex2,12498,4215.743942216,False
lawschool,,,,,,1.869150270215969,feat_flex2,12498,4215.743942216,True
lawschool,,,,,,1.853891103987761,feat_flex2,12498,4215.743942216,False
lawschool,,,,,1.8689476542055667,,feat_flex2,12498,4215.743942216,True
lawschool,,,,,1.8535634454517431,,feat_flex2,12498,4215.743942216,False
lawschool,1.7952152473950331,,,,,,feat_flex2,12498,4215.743942216,True
lawschool,1.7798705246201112,,,,,,feat_flex2,12498,4215.743942216,False
lawschool,,,1.8700089056561018,,,,feat_flex2,12498,4215.743942216,True
lawschool,,,1.8548690748642884,,,,feat_flex2,12498,4215.743942216,False
lawschool,,1.8698050436636349,,,,,feat_flex2,12498,4215.743942216,True
lawschool,,1.8545479755246197,,,,,feat_flex2,12498,4215.743942216,False
